Cluster 2 - Alle Spieler:

 AGE  OFF_RATING_Advanced  DEF_RATING_Advanced  NET_RATING_Advanced  E_TOV_PCT_Advanced  EFG_PCT_Advanced  USG_PCT_Advanced  PACE_Advanced  PIE_Advanced  POSS_Advanced  USG_PCT_Usage  PCT_FGM_Usage  PCT_FG3M_Usage  PCT_FTM_Usage  PCT_OREB_Usage  PCT_DREB_Usage  PCT_AST_Usage  PCT_TOV_Usage  PCT_STL_Usage  PCT_BLK_Usage  PCT_PF_Usage  PCT_PFD_Usage  PCT_PTS_2PT_Scoring  PCT_PTS_2PT_MR_Scoring  PCT_PTS_3PT_Scoring  PCT_PTS_FB_Scoring  PCT_PTS_FT_Scoring  OPP_PTS_OFF_TOV_Defense  OPP_PTS_2ND_CHANCE_Defense  OPP_PTS_FB_Defense  OPP_PTS_PAINT_Defense  DEF_WS_Defense  DEF_WS_RAW_Defense
21.0                 79.2                 98.6                -19.4                 9.7             0.400             0.239         107.87         0.202             72          0.239          0.300           0.000          0.533           0.231           0.333          0.000          0.167          0.667          1.000         0.118          0.364                0.600                   0.000                0.000               0.100               0.400                        8                           6                   4                     20            0.24            0.237431
24.0                104.5                110.4                 -5.9                11.5             0.481             0.213         105.49         0.065            402          0.213          0.204           0.325          0.145           0.093           0.109          0.240          0.241          0.115          0.111         0.254          0.231                0.419                   0.000                0.453               0.174               0.128                       73                          69                  72                    222            0.69            0.688189
25.0                 80.3                 85.6                 -5.3                29.4             0.250             0.128         106.17        -0.025            127          0.128          0.053           0.000          0.333           0.438           0.114          0.105          0.214          0.154          0.200         0.346          0.435                0.444                   0.000                0.000               0.000               0.556                       37                          10                  17                     24            0.64            0.638505
26.0                107.9                107.5                  0.4                 8.4             0.543             0.241         105.17         0.101            480          0.241          0.280           0.169          0.276           0.544           0.165          0.087          0.160          0.154          0.200         0.319          0.322                0.609                   0.029                0.217               0.065               0.174                       81                          54                  69                    224            1.03            1.030680
23.0                109.1                109.7                 -0.5                21.7             0.250             0.132         101.62         0.022            186          0.132          0.066           0.000          0.105           0.296           0.188          0.154          0.250          0.100          0.083         0.200          0.043                0.833                   0.000                0.000               0.167               0.167                       32                          31                  40                    108            0.33            0.333395
26.0                119.0                128.6                 -9.5                 0.0             0.000             0.087          98.50         0.000             21          0.087          0.000           0.000          0.000           0.000           0.143          0.500          0.000          0.000          0.000         0.500          0.500                0.000                   0.000                0.000               0.000               1.000                        7                           4                   5                     12           -0.02           -0.017317
27.0                112.8                109.1                  3.7                15.0             0.423             0.196          95.60         0.084             86          0.196          0.143           0.125          0.263           0.300           0.138          0.280          0.308          0.750          0.000         0.267          0.313                0.500                   0.125                0.188               0.125               0.312                       11                          13                   9                     54            0.17            0.165128
25.0                 61.4                104.7                -43.3                17.4             0.000             0.102          99.59        -0.069             44          0.102          0.000           0.000          0.333           0.250           0.154          0.200          0.143          0.000          0.000         0.400          0.250                0.000                   0.000                0.000               0.500               1.000                        6                           6                   7                     20            0.11            0.106020
24.0                 94.8                 92.0                  2.9                15.0             0.492             0.222         106.73         0.123            347          0.222          0.233           0.244          0.268           0.256           0.287          0.159          0.224          0.129          0.067         0.192          0.222                0.430                   0.101                0.380               0.139               0.190                       90                          42                  37                    122            1.51            1.507721
23.0                101.1                117.0                -15.9                 7.7             0.428             0.128         102.58         0.077            542          0.128          0.130           0.081          0.111           0.329           0.288          0.085          0.088          0.196          0.333         0.195          0.141                0.657                   0.000                0.224               0.119               0.119                       87                          95                 102                    288            0.43            0.433303
26.0                 95.6                119.3                -23.6                12.6             0.463             0.193          97.05         0.057            160          0.193          0.177           0.231          0.188           0.083           0.096          0.333          0.200          0.273          0.143         0.323          0.107                0.571                   0.000                0.321               0.071               0.108                       39                          22                  27                     68            0.08            0.079214
27.0                109.3                105.7                  3.6                13.7             0.448             0.196          99.36         0.065            377          0.196          0.177           0.078          0.022           0.176           0.115          0.293          0.242          0.323          0.167         0.176          0.065                0.787                   0.164                0.197               0.180               0.016                       65                          38                  52                    172            0.91            0.911638
35.0                106.1                113.9                 -7.8                 5.1             0.364             0.202         100.86         0.045            345          0.202          0.160           0.180          0.093           0.094           0.168          0.231          0.104          0.091          0.200         0.211          0.094                0.429                   0.179                0.482               0.036               0.089                       46                          50                  67                    158            0.43            0.429877
26.0                108.2                108.8                 -0.6                 8.3             0.533             0.200         103.88         0.123            571          0.200          0.238           0.049          0.242           0.487           0.254          0.087          0.148          0.167          0.286         0.164          0.236                0.765                   0.029                0.066               0.147               0.169                      105                          93                  79                    260            1.06            1.064383
26.0                107.4                105.3                  2.2                 3.1             0.528             0.193          99.93         0.159             94          0.193          0.237           0.100          0.267           0.154           0.269          0.407          0.059          0.000          0.333         0.214          0.176                0.696                   0.000                0.130               0.261               0.174                       17                           9                  12                     28            0.23            0.230898
28.0                105.3                105.1                  0.2                 9.6             0.597             0.135         102.37         0.114            666          0.135          0.158           0.236          0.085           0.139           0.187          0.175          0.123          0.478          0.257         0.127          0.115                0.375                   0.000                0.563               0.143               0.062                      125                          80                 113                    336            1.62            1.623478
28.0                 80.5                108.8                -28.3                 7.9             0.419             0.208         104.75         0.062            149          0.208          0.217           0.333          0.200           0.000           0.160          0.091          0.094          0.222          0.000         0.048          0.125                0.286                   0.000                0.643               0.250               0.071                       41                          17                  22                     78            0.28            0.281811
22.0                101.2                110.7                 -9.6                 9.6             0.505             0.164          99.39         0.066            677          0.164          0.178           0.211          0.079           0.237           0.175          0.112          0.132          0.155          0.250         0.213          0.068                0.448                   0.017                0.491               0.190               0.061                      119                          83                 117                    356            1.16            1.161524
25.0                 87.7                110.9                -23.2                 0.0             0.333             0.127          88.67         0.088             65          0.127          0.091           0.333          0.143           0.200           0.280          0.000          0.000          0.667          1.000         0.000          0.111                0.000                   0.000                0.857               0.429               0.143                        9                          10                   6                     36            0.11            0.107651
27.0                113.8                108.2                  5.7                11.4             0.661             0.109          96.37         0.122            578          0.109          0.149           0.000          0.149           0.584           0.288          0.088          0.119          0.267          0.545         0.250          0.162                0.851                   0.000                0.000               0.046               0.149                      115                         100                  85                    316            1.20            1.204515
27.0                103.5                112.5                 -9.0                12.4             0.531             0.150          98.15         0.100            846          0.150          0.165           0.140          0.137           0.364           0.387          0.097          0.139          0.136          0.646         0.354          0.151                0.536                   0.043                0.326               0.007               0.138                      160                          96                 118                    364            1.19            1.189587
25.0                101.5                105.9                 -4.4                16.5             0.694             0.216         108.49         0.154            267          0.216          0.330           0.000          0.211           0.522           0.364          0.033          0.256          0.273          0.500         0.425          0.182                0.895                   0.000                0.000               0.053               0.105                       47                          43                  40                    134            0.62            0.620397
23.0                114.9                123.5                 -8.6                10.4             0.769             0.133         108.58         0.125            114          0.133          0.200           0.000          0.333           0.545           0.385          0.077          0.111          0.200          0.500         0.375          0.214                0.833                   0.000                0.000               0.083               0.167                       23                          19                  14                     46           -0.01           -0.011218
24.0                 96.4                 92.0                  4.4                 4.9             0.438             0.230         104.10         0.096            138          0.230          0.255           0.118          0.571           0.409           0.200          0.071          0.077          0.000          0.125         0.375          0.400                0.611                   0.000                0.167               0.139               0.222                       20                          13                  26                     70            0.58            0.577560
26.0                110.6                116.8                 -6.2                15.8             0.484             0.212         108.85         0.038            331          0.212          0.191           0.122          0.143           0.132           0.078          0.120          0.264          0.286          0.222         0.242          0.163                0.646                   0.031                0.277               0.108               0.077                       58                          53                  47                    162            0.28            0.278095
25.0                113.4                115.8                 -2.5                 9.7             0.600             0.144         101.20         0.140            539          0.144          0.192           0.000          0.240           0.597           0.409          0.076          0.141          0.310          0.083         0.267          0.234                0.785                   0.000                0.000               0.037               0.215                      103                          79                  88                    268            0.51            0.507682
27.0                113.6                124.3                -10.7                14.0             0.564             0.154         101.40         0.050            301          0.154          0.158           0.125          0.148           0.280           0.203          0.071          0.229          0.125          0.273         0.246          0.194                0.500                   0.000                0.346               0.135               0.154                       36                          56                  43                    144           -0.07           -0.065409
22.0                104.3                 99.2                  5.1                 9.9             0.524             0.152         102.86         0.088            868          0.152          0.157           0.202          0.109           0.200           0.207          0.143          0.155          0.205          0.159         0.202          0.098                0.437                   0.042                0.486               0.197               0.077                      118                         115                 115                    356            2.78            2.781510
40.0                106.1                127.4                -21.3                12.5             0.643             0.059          94.56         0.015            115          0.059          0.070           0.176          0.000           0.308           0.160          0.000          0.071          0.077          0.200         0.308          0.038                0.000                   0.000                1.000               0.000               0.000                       20                          10                  18                     64           -0.07           -0.074011
28.0                 98.8                107.8                 -9.0                 8.6             1.000             0.082         107.91         0.054             80          0.082          0.063           0.400          0.100           0.200           0.211          0.227          0.059          0.143          0.000         0.273          0.214                0.000                   0.000                0.857               0.000               0.143                       21                          13                  16                     48            0.16            0.161673
23.0                 91.9                 91.3                  0.5                 6.3             0.625             0.176          99.00         0.168            135          0.176          0.292           0.105          0.333           0.286           0.327          0.108          0.080          0.000          0.571         0.393          0.214                0.727                   0.061                0.182               0.061               0.091                       30                          14                   6                     44            0.59            0.592296
19.0                103.8                113.0                 -9.2                 9.4             0.419             0.142         100.38         0.047            235          0.142          0.111           0.200          0.118           0.200           0.195          0.083          0.105          0.273          0.200         0.159          0.150                0.267                   0.133                0.600               0.067               0.133                       40                          37                  30                    116            0.31            0.314619
28.0                105.0                107.8                 -2.8                10.4             0.431             0.204         103.26         0.093            536          0.204          0.190           0.076          0.169           0.224           0.199          0.314          0.240          0.230          0.125         0.192          0.216                0.735                   0.102                0.153               0.163               0.112                       97                          76                  63                    230            1.11            1.112617
22.0                114.6                102.1                 12.4                11.2             0.729             0.151         104.77         0.122            233          0.151          0.209           0.481          0.034           0.152           0.282          0.054          0.200          0.176          0.182         0.175          0.051                0.226                   0.000                0.736               0.358               0.038                       33                          26                  35                     78            0.67            0.671532
36.0                104.6                108.0                 -3.4                11.7             0.510             0.150         103.29         0.055            694          0.150          0.146           0.299          0.090           0.056           0.080          0.163          0.153          0.220          0.111         0.180          0.121                0.180                   0.072                0.703               0.054               0.117                      130                         106                 104                    296            1.41            1.414370
25.0                107.8                114.8                 -7.0                 8.5             0.578             0.116          97.10         0.054            282          0.116          0.130           0.225          0.021           0.208           0.180          0.141          0.105          0.125          0.250         0.309          0.019                0.263                   0.053                0.711               0.000               0.026                       54                          51                  29                    132            0.30            0.303466
23.0                110.0                 96.6                 13.4                 4.0             0.143             0.221          96.76        -0.005             90          0.221          0.088           0.000          0.100           0.167           0.171          0.095          0.333          0.200          0.286         0.143          0.077                0.750                   0.000                0.000               0.250               0.250                        2                           9                   0                     36            0.33            0.325437
26.0                110.9                110.1                  0.8                 7.7             0.537             0.167         104.12         0.089            823          0.167          0.174           0.163          0.200           0.161           0.119          0.244          0.143          0.288          0.109         0.264          0.251                0.531                   0.012                0.278               0.204               0.191                      134                         103                 101                    392            1.43            1.430982
24.0                 68.2                150.0                -81.8                14.3             0.300             0.231         102.52        -0.022             22          0.231          0.167           1.000          0.000           0.000           0.000          0.200          0.333          0.000          0.000         0.000          0.333                0.000                   0.000                1.000               0.000               0.000                        5                           2                   6                     16           -0.08           -0.083599
24.0                113.5                 86.3                 27.3                 9.5             0.424             0.212         105.02         0.110            155          0.212          0.167           0.429          0.067           0.087           0.175          0.389          0.263          0.368          0.143         0.259          0.071                0.333                   0.133                0.600               0.000               0.067                       22                          13                  28                     56            0.76            0.760876
35.0                108.3                111.8                 -3.5                 8.5             0.485             0.170          98.88         0.067            795          0.170          0.166           0.255          0.052           0.099           0.145          0.245          0.179          0.229          0.100         0.192          0.057                0.397                   0.088                0.551               0.125               0.052                      122                         102                 106                    338            1.21            1.206054
24.0                 93.3                 93.3                  0.0                 0.0             0.000             0.063         106.67         0.039             15          0.063          0.000           0.000          0.000           0.000           0.222          0.000          0.000          0.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        2                           0                   2                      6            0.06            0.060560
27.0                106.3                108.3                 -2.0                13.8             0.647             0.120         100.69         0.137            736          0.120          0.176           0.010          0.128           0.376           0.355          0.120          0.129          0.241          0.516         0.225          0.101                0.845                   0.017                0.026               0.112               0.129                      154                         118                 125                    350            1.48            1.477207
25.0                120.6                116.7                  3.9                 0.0             0.125             0.205          98.82         0.071             34          0.205          0.067           0.000          0.333           0.571           0.273          0.222          0.000          0.000          0.000         0.000          0.250                0.500                   0.000                0.000               0.000               0.500                        9                           5                   2                     16            0.03            0.030107
21.0                 91.2                 89.0                  2.1                18.3             0.483             0.156         103.79         0.057            249          0.156          0.146           0.120          0.125           0.267           0.141          0.238          0.208          0.111          0.059         0.250          0.200                0.625                   0.000                0.281               0.219               0.094                       40                          18                  36                    102            1.15            1.145413
29.0                114.8                128.0                -13.2                 0.0             0.625             0.129         104.35         0.092             27          0.129          0.200           0.200          0.000           0.250           0.400          0.143          0.000          0.000          0.000         0.333          0.000                0.400                   0.000                0.600               0.000               0.000                        5                           0                   5                      6           -0.02           -0.018132
24.0                 89.4                107.4                -18.0                11.0             0.338             0.128         104.76         0.013            274          0.128          0.117           0.029          0.130           0.235           0.097          0.076          0.106          0.263          0.333         0.309          0.077                0.769                   0.077                0.115               0.462               0.116                       63                          30                  36                    122            0.57            0.565868
26.0                 85.6                 95.8                -10.1                 8.6             0.250             0.137         107.72         0.022            195          0.137          0.082           0.130          0.091           0.154           0.206          0.105          0.064          0.176          0.375         0.200          0.083                0.267                   0.000                0.600               0.000               0.133                       58                          20                  24                     54            0.70            0.704507
40.0                 96.6                110.4                -13.8                16.7             0.500             0.132          99.38         0.068            843          0.132          0.154           0.011          0.110           0.505           0.235          0.111          0.179          0.167          0.486         0.344          0.148                0.860                   0.037                0.028               0.019               0.112                      167                         122                 151                    398            1.48            1.475897
21.0                 95.7                109.2                -13.5                 8.4             0.306             0.113         105.00         0.036            163          0.113          0.074           0.214          0.088           0.217           0.179          0.061          0.069          0.333          0.333         0.400          0.051                0.143                   0.000                0.643               0.357               0.214                       31                          34                  23                     86            0.30            0.301113
27.0                 58.7                 77.3                -18.6                14.4             0.250             0.224         108.82         0.105             46          0.224          0.200           0.333          0.250           0.444           0.267          0.200          0.200          0.667          0.000         0.000          0.125                0.333                   0.000                0.500               0.000               0.167                       11                           7                  11                     18            0.28            0.276206
28.0                 86.7                106.7                -20.0                 0.0             0.000             0.111          91.33         0.000             15          0.111          0.000           0.000          0.000           0.000           0.143          0.250          0.000          0.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        2                           0                   0                     10            0.03            0.033536
24.0                107.8                107.0                  0.8                 8.8             0.531             0.166         103.77         0.082            735          0.166          0.192           0.118          0.134           0.130           0.159          0.153          0.142          0.130          0.179         0.203          0.120                0.638                   0.014                0.239               0.290               0.123                      125                          97                 101                    356            1.62            1.615192
25.0                135.7                 71.4                 64.3                 0.0             0.000             0.067         106.11         0.043             14          0.067          0.000           0.000          0.000           1.000           0.000          0.286          0.000          0.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        2                           0                   2                      8            0.10            0.099773
24.0                117.4                104.4                 12.9                16.2             0.667             0.200          97.72         0.149             46          0.200          0.316           0.000          0.250           0.400           0.250          0.000          0.400          0.000          0.000         0.333          0.400                0.857                   0.000                0.000               0.000               0.143                       11                           4                   2                     16            0.11            0.112945
27.0                112.6                 93.6                 19.0                 8.5             0.656             0.182         105.38         0.160            246          0.182          0.279           0.038          0.047           0.450           0.258          0.088          0.122          0.095          0.643         0.250          0.192                0.918                   0.033                0.049               0.213               0.033                       53                          13                  41                    114            0.99            0.990637
34.0                104.9                109.8                 -5.0                 6.7             0.556             0.139          98.16         0.080            634          0.139          0.149           0.247          0.138           0.303           0.219          0.101          0.094          0.148          0.343         0.281          0.116                0.259                   0.000                0.667               0.120               0.074                       94                          61                  77                    304            1.19            1.194131
24.0                107.0                114.4                 -7.3                10.7             0.509             0.250          99.00         0.098            655          0.250          0.282           0.245          0.178           0.140           0.123          0.281          0.243          0.163          0.125         0.169          0.165                0.503                   0.077                0.393               0.011               0.104                      132                          97                  99                    324            0.78            0.776356
20.0                 88.5                101.7                -13.2                 7.5             0.364             0.194         108.62         0.029             61          0.194          0.222           0.000          0.250           0.167           0.143          0.000          0.067          0.000          0.000         0.267          0.182                0.727                   0.000                0.000               0.273               0.273                       14                          11                   7                     38            0.17            0.173762
22.0                 94.2                105.1                -10.9                 8.5             0.354             0.165         105.44         0.029            259          0.165          0.138           0.097          0.120           0.045           0.122          0.177          0.111          0.111          0.100         0.179          0.133                0.625                   0.313                0.281               0.094               0.094                       43                          38                  31                    106            0.62            0.617851
25.0                105.6                107.8                 -2.2                18.7             0.554             0.121          99.06         0.044            809          0.121          0.130           0.000          0.098           0.415           0.228          0.082          0.167          0.138          0.395         0.413          0.141                0.863                   0.000                0.000               0.084               0.137                      169                         150                 139                    390            1.69            1.692252
34.0                 97.2                109.8                -12.5                11.5             0.437             0.123         100.56         0.083            688          0.123          0.123           0.000          0.096           0.352           0.405          0.155          0.123          0.053          0.355         0.310          0.216                0.899                   0.000                0.000               0.000               0.101                      120                         102                 106                    318            1.22            1.224347
24.0                 83.3                 97.6                -14.2                16.1             0.125             0.185         123.38        -0.068             42          0.185          0.083           0.000          0.125           0.200           0.222          0.250          0.333          0.200          0.000         0.571          0.167                0.667                   0.000                0.000               0.000               0.333                        6                           8                   7                     18            0.14            0.144873
23.0                109.2                105.7                  3.5                 4.5             0.356             0.187          98.56         0.049            240          0.187          0.141           0.154          0.079           0.129           0.122          0.246          0.111          0.158          0.000         0.121          0.093                0.571                   0.171                0.343               0.143               0.086                       28                          44                  28                    140            0.59            0.586855
24.0                104.1                104.4                 -0.3                10.1             0.415             0.152         102.35         0.072            632          0.152          0.110           0.157          0.165           0.133           0.086          0.422          0.186          0.300          0.167         0.248          0.216                0.321                   0.049                0.519               0.148               0.160                       99                          81                  69                    330            1.63            1.626527
20.0                103.4                 96.3                  7.1                12.2             0.610             0.205         105.22         0.123            261          0.205          0.253           0.351          0.140           0.231           0.238          0.071          0.167          0.130          0.444         0.220          0.149                0.328                   0.030                0.582               0.134               0.090                       59                          41                  24                     98            0.99            0.988597
25.0                 98.8                119.3                -20.5                10.5             0.452             0.177         105.16         0.024            330          0.177          0.152           0.283          0.143           0.125           0.063          0.143          0.167          0.103          0.111         0.243          0.127                0.145                   0.036                0.709               0.273               0.146                       60                          38                  66                    170            0.16            0.164738
19.0                 96.9                140.3                -43.4                20.2             0.400             0.108          94.73         0.020             65          0.108          0.100           0.000          0.053           0.444           0.286          0.167          0.222          0.000          0.500         0.385          0.059                0.800                   0.000                0.000               0.000               0.200                       11                           9                  15                     36           -0.15           -0.148457
28.0                 93.5                100.3                 -6.9                23.9             0.462             0.109         102.84         0.062            292          0.109          0.095           0.125          0.000           0.146           0.271          0.130          0.224          0.111          0.125         0.179          0.085                0.500                   0.000                0.500               0.083               0.000                       57                          42                  52                    128            0.89            0.887118
26.0                106.6                108.9                 -2.3                18.5             0.292             0.125          97.60         0.022            469          0.125          0.074           0.068          0.039           0.169           0.234          0.071          0.197          0.262          0.217         0.225          0.063                0.471                   0.059                0.441               0.059               0.088                       78                          48                  70                    214            0.92            0.924224
24.0                114.6                102.5                 12.1                 8.6             0.483             0.167         106.19         0.086            206          0.167          0.129           0.233          0.194           0.000           0.182          0.339          0.152          0.125          0.000         0.286          0.176                0.222                   0.111                0.583               0.083               0.195                       35                          37                  29                    120            0.55            0.548813
24.0                 94.4                111.4                -17.0                 0.0             0.333             0.068         104.54         0.048             36          0.068          0.077           0.000          0.000           0.250           0.125          0.364          0.000          0.333          0.000         0.417          0.167                1.000                   1.000                0.000               0.000               0.000                        6                          10                   0                     18            0.05            0.054867
24.0                 83.3                 66.7                 16.7                 0.0             0.000             0.167         110.70        -0.087              6          0.167          0.000           0.000          0.000           0.000           0.000          0.000          0.000          0.000          0.000         0.000          0.000                0.000                   0.000                0.000               0.000               1.000                        0                           0                   0                      4            0.04            0.044563

--- Medianwerte ---
AGE: 25.0
OFF_RATING_Advanced: 104.5
DEF_RATING_Advanced: 108.3
NET_RATING_Advanced: -4.5
E_TOV_PCT_Advanced: 10.0
EFG_PCT_Advanced: 0.478
USG_PCT_Advanced: 0.154
PACE_Advanced: 102.86
PIE_Advanced: 0.071
POSS_Advanced: 266.0
USG_PCT_Usage: 0.154
PCT_FGM_Usage: 0.154
PCT_FG3M_Usage: 0.143
PCT_FTM_Usage: 0.125
PCT_OREB_Usage: 0.198
PCT_DREB_Usage: 0.182
PCT_AST_Usage: 0.143
PCT_TOV_Usage: 0.133
PCT_STL_Usage: 0.182
PCT_BLK_Usage: 0.143
PCT_PF_Usage: 0.227
PCT_PFD_Usage: 0.149
PCT_PTS_2PT_Scoring: 0.476
PCT_PTS_2PT_MR_Scoring: 0.0
PCT_PTS_3PT_Scoring: 0.325
PCT_PTS_FB_Scoring: 0.118
PCT_PTS_FT_Scoring: 0.133
OPP_PTS_OFF_TOV_Defense: 52.0
OPP_PTS_2ND_CHANCE_Defense: 37.0
OPP_PTS_FB_Defense: 37.0
OPP_PTS_PAINT_Defense: 122.0
DEF_WS_Defense: 0.51
DEF_WS_RAW_Defense: 0.5076820378080691
