PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Trendon Watford,BKN,24.0,44,16,28,0.364,20.742651515151515,3.727272727272727,8.625179417318291,7.18764951443191,6.468884562988719,7.954545454545454,18.407395097935378,15.339495914946149,13.805546323451534,0.469,0.6590909090909091,1.5251841652575027,1.2709868043812522,1.1438881239431269,2.0,4.628145053195181,3.856787544329317,3.4711087898963853,0.33,2.1136363636363638,4.8911078403085435,4.07592320025712,3.6683308802314074,2.772727272727273,6.416292005566047,5.346910004638373,4.812219004174535,0.762,0.8409090909090909,1.9459246246388828,1.6216038538657358,1.4594434684791622,2.7954545454545454,6.468884562988718,5.390737135823932,4.851663422241539,3.6363636363636362,8.414809187627602,7.012340989689668,6.311106890720701,2.6136363636363638,6.0481441036073385,5.040120086339449,4.536108077705504,1.8863636363636365,4.365182266081819,3.637651888401515,3.2738866995613636,0.6136363636363636,1.4199990504121578,1.1833325420101315,1.0649992878091183,0.2727272727272727,0.6311106890720701,0.525925574226725,0.47333301680405254,0.8181818181818182,1.8933320672162104,1.5777767226801753,1.4199990504121578,2.159090909090909,4.996292955153888,4.16357746262824,3.747219716365416,2.409090909090909,5.574811086803286,4.645675905669405,4.181108315102464,10.227272727272727,23.666650840202628,19.722209033502192,17.749988130151973,848.5,1,0,322,340,349,419,283,255,250,216,298,297,311,149,156,287,261,273,280,198,145,301,295,441,328,158,248,401,281,198,44,1,80.0,237
Payton Pritchard,BOS,27.0,80,59,21,0.738,28.3859375,5.1125,8.645125777508671,7.204271481257225,6.483844333131502,10.825,18.304838443331313,15.254032036109429,13.728628832498485,0.472,3.1875,5.389992844167997,4.491660703473331,4.042494633125997,7.825,13.231904001761436,11.02658666813453,9.923928001321077,0.407,0.8875,1.5007431056310896,1.2506192546925745,1.1255573292233172,1.05,1.7755270545494577,1.4796058787912147,1.3316452909120933,0.845,1.275,2.1559971376671987,1.7966642813893325,1.6169978532503992,2.5625,4.333131502174272,3.6109429184785604,3.2498486266307043,3.8375,6.4891286398414705,5.407607199867892,4.866846479881103,3.4875,5.897286288324985,4.9144052402708205,4.422964716243738,1.0375,1.7543898277095833,1.4619915230913194,1.3157923707821875,0.875,1.479605878791215,1.2330048989926792,1.1097044090934112,0.175,0.29592117575824295,0.2466009797985358,0.2219408818186822,0.475,0.8032146199152309,0.6693455165960258,0.6024109649364232,1.475,2.494192767105191,2.0784939725876588,1.870644575328893,1.075,1.817801508229207,1.5148345901910056,1.363351131171905,14.3,24.18098750481643,20.150822920680355,18.13574062861232,2099.9,5,0,16,6,253,58,48,65,69,205,5,11,66,197,216,116,68,141,118,69,145,77,265,458,411,195,65,15,71,106,44,1,73.0,195
Derrick White,BOS,30.0,76,58,18,0.763,33.86335526315789,5.578947368421052,7.907942718705013,6.589952265587511,5.93095703902876,12.618421052631579,17.88612515858044,14.905104298817037,13.414593868935333,0.442,3.486842105263158,4.942464199190633,4.118720165992194,3.706848149392975,9.092105263157896,12.88770853449331,10.73975711207776,9.665781400869983,0.384,1.7763157894736843,2.517859120342398,2.098215933618665,1.8883943402567986,2.1184210526315788,3.002780136112045,2.5023167800933708,2.252085102084034,0.839,0.881578947368421,1.2496041560217828,1.0413367966848188,0.937203117016337,3.6052631578947367,5.110321473880126,4.258601228233438,3.8327411054100944,4.4868421052631575,6.359925629901909,5.299938024918257,4.769944222426432,4.75,6.732941795878561,5.610784829898801,5.049706346908921,1.7236842105263157,2.4432558871470675,2.0360465726225563,1.8324419153603007,0.9473684210526315,1.3428581975159455,1.1190484979299546,1.0071436481369591,1.0526315789473684,1.4920646639066062,1.2433872199221718,1.1190484979299546,0.3026315789473684,0.4289685908731493,0.35747382572762443,0.321726443154862,1.8157894736842106,2.5738115452388954,2.144842954365746,1.9303586589291717,2.1578947368421053,3.0587325610085427,2.5489438008404526,2.2940494207564073,16.42105263157895,23.276208756943056,19.39684063078588,17.457156567707294,2523.7,4,0,51,7,211,53,20,60,51,305,4,5,124,97,107,121,133,83,94,37,69,70,21,356,456,86,53,6,42,116,44,1,76.0,190
Luke Kornet,BOS,29.0,73,53,20,0.726,18.644657534246576,2.5616438356164384,6.5948598886162255,5.495716573846855,4.94614491646217,3.835616438356164,9.874656517714135,8.228880431428445,7.405992388285601,0.668,0.0,0.0,0.0,0.0,0.0410958904109589,0.10579989126122288,0.08816657605101906,0.07934991844591716,0.0,0.9178082191780822,2.362864238167311,1.9690535318060922,1.7721481786254831,1.3287671232876712,3.4208631507795393,2.850719292316283,2.5656473630846546,0.691,2.6027397260273974,6.700659779877448,5.583883149897874,5.025494834908086,2.712328767123288,6.98279282324071,5.818994019367258,5.237094617430532,5.315068493150685,13.683452603118157,11.402877169265132,10.262589452338618,1.6027397260273972,4.126195759187691,3.4384964659897435,3.094646819390769,0.4246575342465753,1.0932655430326363,0.9110546191938635,0.8199491572744773,0.4931506849315068,1.2695986951346745,1.0579989126122287,0.9521990213510059,0.9726027397260274,2.5039307598489415,2.0866089665407843,1.877948069886706,0.2876712328767123,0.7405992388285602,0.6171660323571335,0.5554494291214201,1.63013698630137,4.196729020028508,3.4972741833570895,3.1475467650213806,1.4246575342465753,3.6677295637223932,3.0564413031019946,2.750797172791795,6.041095890410959,15.552584015399763,12.960486679499803,11.664438011549823,1372.1,3,0,86,17,242,65,204,228,287,16,499,503,499,206,187,406,15,154,71,196,330,244,30,337,412,164,254,19,173,134,44,1,85.0,250
Jayson Tatum,BOS,27.0,72,53,19,0.736,36.44189814814815,9.194444444444445,12.11060223973982,10.092168533116517,9.082951679804864,20.34722222222222,26.800652992777696,22.33387749398141,20.10048974458327,0.452,3.4722222222222223,4.573490271805068,3.8112418931708896,3.4301177038538007,10.11111111111111,13.318003671496356,11.09833639291363,9.988502753622267,0.343,4.972222222222222,6.549238069224858,5.457698391020714,4.911928551918643,6.111111111111111,8.049342878376919,6.707785731980767,6.03700715878269,0.814,0.6666666666666666,0.878110132186573,0.7317584434888108,0.6585825991399297,7.986111111111111,10.519027625151656,8.765856354293046,7.889270718863742,8.652777777777779,11.397137757338228,9.497614797781857,8.547853318003671,5.986111111111111,7.884697228591937,6.570581023826614,5.913522921443953,2.9027777777777777,3.8234378672290372,3.186198222690864,2.867578400421778,1.0555555555555556,1.3903410426287406,1.1586175355239505,1.0427557819715554,0.5277777777777778,0.6951705213143703,0.5793087677619753,0.5213778909857777,0.7777777777777778,1.0244618208843352,0.8537181840702792,0.7683463656632513,2.1805555555555554,2.8721518906935826,2.3934599089113187,2.1541139180201867,4.263888888888889,5.6162460537766234,4.680205044813853,4.212184540332467,26.833333333333332,35.343932820509565,29.453277350424635,26.507949615382174,3459.1,31,2,95,17,226,60,14,6,3,272,7,4,266,11,10,184,202,8,17,17,9,56,94,526,498,16,5,7,5,18,15,1,80.0,210
Sam Hauser,BOS,27.0,71,52,19,0.732,21.706103286384977,3.0140845070422535,6.665224726391832,5.554353938659861,4.998918544793875,6.676056338028169,14.763161309858543,12.30263442488212,11.072370982393908,0.451,2.3380281690140845,5.170221049444132,4.308517541203443,3.877665787083099,5.619718309859155,12.427218064627763,10.356015053856469,9.320413548470821,0.416,0.15492957746478872,0.34260500930051474,0.28550417441709564,0.2569537569753861,0.15492957746478872,0.34260500930051474,0.28550417441709564,0.2569537569753861,1.0,0.6197183098591549,1.370420037202059,1.1420166976683825,1.0278150279015443,2.535211267605634,5.6062637885538775,4.6718864904615645,4.204697841415408,3.1549295774647885,6.976683825755937,5.813903188129947,5.2325128693169525,0.9014084507042254,1.9933382359302676,1.6611151966085562,1.4950036769477006,0.323943661971831,0.7163559285374399,0.5969632737812,0.5372669464030799,0.5774647887323944,1.2769823073928277,1.0641519228273564,0.9577367305446208,0.18309859154929578,0.40489682917333564,0.337414024311113,0.3036726218800017,0.056338028169014086,0.12458363974564172,0.10381969978803476,0.09343772980923129,1.2253521126760563,2.7096941644677077,2.2580784703897563,2.032270623350781,0.4084507042253521,0.9032313881559025,0.7526928234632522,0.6774235411169269,8.52112676056338,18.84327551152831,15.702729592940258,14.132456633646234,1108.8,0,0,108,19,226,62,170,193,198,273,40,59,49,426,451,1,221,183,196,308,365,209,281,125,309,359,186,34,222,281,44,1,79.0,217
Jaylen Brown,BOS,28.0,63,46,17,0.73,34.25283068783069,8.222222222222221,11.522162073655519,9.601801728046267,8.64162155524164,17.746031746031747,24.868295749704387,20.72357979142032,18.65122181227829,0.463,1.8412698412698412,2.5802525107027807,2.1502104255856507,1.9351893830270854,5.682539682539683,7.963193093375823,6.6359942444798525,5.972394820031868,0.324,3.9047619047619047,5.471914807180035,4.559929005983363,4.103936105385026,5.111111111111111,7.162425072812891,5.9686875606774095,5.371818804609668,0.764,1.3015873015873016,1.8239716023933448,1.5199763353277873,1.3679787017950087,4.5396825396825395,6.361657052249959,5.3013808768749655,4.771242789187469,5.841269841269841,8.185628654643304,6.821357212202753,6.139221490982478,4.5396825396825395,6.361657052249959,5.3013808768749655,4.771242789187469,2.5714285714285716,3.603456092533194,3.0028800771109947,2.7025920693998953,1.1587301587301588,1.6237795972526117,1.3531496643771765,1.2178346979394588,0.30158730158730157,0.42262756640821403,0.3521896386735117,0.31697067480616054,1.0793650793650793,1.5125618166188715,1.260468180515726,1.1344213624641535,2.4444444444444446,3.4255076435192087,2.8545897029326737,2.5691307326394064,4.634920634920635,6.495118389010447,5.412598657508706,4.871338791757835,22.19047619047619,31.096491465193857,25.913742887661545,23.32236859889539,2382.6,5,0,185,45,202,64,67,34,31,230,101,83,332,37,31,284,100,78,82,64,40,66,210,551,492,20,34,18,54,106,44,1,78.0,223
Jrue Holiday,BOS,35.0,62,47,15,0.758,30.581747311827957,4.096774193548387,6.4301479992370165,5.358456666030848,4.822610999427763,9.241935483870968,14.505806313239415,12.088171927699511,10.87935473492956,0.443,1.7419354838709677,2.7340786768409364,2.278398897367447,2.0505590076307025,4.935483870967742,7.74655625104932,6.4554635425411,5.80991718828699,0.353,1.1290322580645162,1.7720880312857923,1.4767400260714936,1.3290660234643443,1.2419354838709677,1.9492968344143715,1.6244140286786428,1.4619726258107786,0.909,1.2258064516129032,1.9239812911102887,1.6033177425919074,1.4429859683327166,3.0483870967741935,4.784637684471639,3.9871980703930325,3.5884782633537293,4.274193548387097,6.708618975581928,5.59051581298494,5.031464231686446,3.8548387096774195,6.050414849675777,5.042012374729814,4.537811137256833,1.2419354838709677,1.9492968344143715,1.6244140286786428,1.4619726258107786,1.064516129032258,1.670825858069461,1.392354881724551,1.253119393552096,0.43548387096774194,0.6835196692102341,0.5695997243418618,0.5126397519076756,0.3709677419354839,0.5822574959939032,0.4852145799949193,0.43669312199542737,1.6290322580645162,2.5568698737123574,2.1307248947602977,1.917652405284268,1.2096774193548387,1.8986657478062057,1.5822214565051715,1.4239993108546543,11.064516129032258,17.366462706600764,14.472052255500635,13.024847029950573,1564.5,1,0,192,36,179,55,104,161,147,301,119,120,235,198,231,34,110,169,154,79,163,95,150,356,351,217,159,27,139,198,44,1,76.0,205
Neemias Queta,BOS,25.0,62,46,16,0.742,13.920806451612904,2.129032258064516,7.341065242326987,6.117554368605823,5.5057989317452405,3.274193548387097,11.289668516608927,9.408057097174106,8.467251387456695,0.65,0.0,0.0,0.0,0.0,0.04838709677419355,0.1668423918710679,0.13903532655922324,0.12513179390330093,0.0,0.7419354838709677,2.5582500086897078,2.1318750072414234,1.918687506517281,0.9838709677419355,3.3924619680450476,2.8270516400375394,2.5443464760337857,0.754,1.435483870967742,4.9496576255083475,4.124714687923623,3.7122432191312607,2.370967741935484,8.175277201682327,6.812731001401939,6.131457901261745,3.806451612903226,13.124934827190675,10.937445689325562,9.843701120393007,0.7258064516129032,2.5026358780660187,2.085529898388349,1.876976908549514,0.6451612903225806,2.2245652249475723,1.8538043541229767,1.668423918710679,0.2903225806451613,1.0010543512264074,0.8342119593553394,0.7507907634198056,0.6774193548387096,2.3357934861949508,1.9464945718291253,1.7518451146462128,0.20967741935483872,0.7229836981079609,0.6024864150899674,0.5422377735809707,1.7096774193548387,5.8950978461110655,4.912581538425888,4.4213233845832995,0.9354838709677419,3.2256195761739797,2.6880163134783164,2.4192146821304847,5.0,17.240380493343686,14.36698374445307,12.930285370007763,800.7,0,0,192,45,189,57,293,287,330,22,499,503,499,271,270,303,86,242,186,353,286,357,75,254,371,264,310,89,288,281,44,1,84.0,248
Al Horford,BOS,39.0,60,44,16,0.733,27.642888888888887,3.25,5.643404371628629,4.702836976357191,4.232553278721472,7.683333333333334,13.34158674523486,11.117988954362383,10.006190058926144,0.423,1.9,3.2992210172598133,2.7493508477165114,2.47441576294486,5.233333333333333,9.08732806508405,7.572773387570041,6.815496048813037,0.363,0.5666666666666667,0.9839781981301199,0.8199818317751,0.7379836485975899,0.6333333333333333,1.0997403390866047,0.9164502825721705,0.8248052543149536,0.895,1.3166666666666667,2.2863022838905724,1.905251903242144,1.7147267129179296,4.833333333333333,8.39275521934514,6.9939626827876165,6.294566414508855,6.15,10.679057503235713,8.89921458602976,8.009293127426785,2.1333333333333333,3.7043885106075103,3.086990425506259,2.778291382955633,0.7666666666666667,1.331264620999574,1.1093871841663117,0.9984484657496805,0.6,1.0418592686083623,0.8682160571736353,0.7813944514562717,0.85,1.4759672971951798,1.2299727476626499,1.106975472896385,0.13333333333333333,0.2315242819129694,0.19293690159414117,0.17364321143472705,1.35,2.3441833543688153,1.9534861286406793,1.7581375157766115,0.5833333333333334,1.012918733369241,0.8440989444743675,0.7596890500269308,8.966666666666667,15.57000795864719,12.975006632205993,11.677505968985393,1387.8,7,0,206,62,189,61,153,220,207,378,105,108,201,300,331,45,107,76,80,177,267,244,56,187,295,340,217,20,170,87,44,1,81.0,240
Jordan Walsh,BOS,21.0,52,39,13,0.75,7.750064102564102,0.5769230769230769,3.573171437787942,2.977642864823285,2.6798785783409564,1.5961538461538463,9.885774311213307,8.238145259344423,7.41433073340998,0.361,0.28846153846153844,1.786585718893971,1.4888214324116424,1.3399392891704782,1.0576923076923077,6.5508143026112275,5.45901191884269,4.913110726958421,0.273,0.1346153846153846,0.8337400021505198,0.6947833351254331,0.6253050016128898,0.23076923076923078,1.429268575115177,1.1910571459293142,1.0719514313363827,0.583,0.4423076923076923,2.7394314356374228,2.282859529697852,2.054573576728067,0.8846153846153846,5.4788628712748455,4.565719059395704,4.109147153456134,1.3269230769230769,8.218294306912266,6.848578589093556,6.1637207301842,0.36538461538461536,2.2630085772656967,1.885840481054747,1.6972564329492725,0.3269230769230769,2.0247971480798337,1.6873309567331949,1.5185978610598754,0.23076923076923078,1.429268575115177,1.1910571459293142,1.0719514313363827,0.21153846153846154,1.3101628605222455,1.091802383768538,0.9826221453916841,0.057692307692307696,0.35731714377879426,0.29776428648232856,0.2679878578340957,0.5769230769230769,3.573171437787942,2.977642864823285,2.6798785783409564,0.28846153846153844,1.786585718893971,1.4888214324116424,1.3399392891704782,1.5769230769230769,9.766668596620375,8.138890497183645,7.325001447465281,245.3,0,0,267,100,157,56,400,450,433,500,361,349,420,457,443,493,342,402,392,435,399,406,311,99,157,426,445,180,435,281,44,1,78.0,205
Moussa Diabaté,CHA,23.0,71,15,56,0.211,17.473708920187796,2.352112676056338,6.461216045568124,5.384346704640103,4.845912034176092,3.943661971830986,10.833176603347752,9.02764716945646,8.124882452510814,0.596,0.0,0.0,0.0,0.0,0.08450704225352113,0.23213949864316608,0.19344958220263841,0.17410462398237456,0.0,0.971830985915493,2.6696042343964104,2.224670195330342,2.0022031757973076,1.6338028169014085,4.488030307101211,3.740025255917676,3.3660227303259083,0.595,2.6338028169014085,7.235014374378677,6.029178645315564,5.426260780784007,3.535211267605634,9.711169026572449,8.09264085547704,7.283376769929336,6.169014084507042,16.946183400951128,14.121819500792604,12.709637550713344,0.7887323943661971,2.1666353206695503,1.805529433891292,1.6249764905021626,0.8591549295774648,2.3600849028721886,1.9667374190601572,1.7700636771541416,0.647887323943662,1.7797361562642733,1.4831134635535612,1.334802117198205,0.5633802816901409,1.5475966576211073,1.289663881350923,1.1606974932158305,0.3380281690140845,0.9285579945726643,0.7737983288105537,0.6964184959294982,1.5352112676056338,4.217200892017518,3.5143340766812647,3.1629006690131383,1.619718309859155,4.449340390660684,3.707783658883903,3.3370052929955127,5.676056338028169,15.592036325532657,12.993363604610549,11.694027244149494,1209.6,7,0,108,349,563,517,226,250,287,42,499,482,499,201,165,489,18,101,53,326,212,185,84,370,380,144,267,468,209,87,44,1,81.0,210
