PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Tim Hardaway Jr.,DET,33.0,77,41,36,0.532,27.958376623376623,3.5844155844155843,6.1538604465357825,5.128217038779819,4.615395334901837,8.831168831168831,15.161685158131638,12.634737631776364,11.371263868598728,0.406,2.1818181818181817,3.745828097891346,3.121523414909455,2.8093710734185096,5.935064935064935,10.189544290097292,8.49128690841441,7.642158217572969,0.368,1.6103896103896105,2.7647778817769457,2.3039815681474547,2.0735834113327094,1.8831168831168832,3.2330063940133638,2.6941719950111365,2.424754795510023,0.855,0.23376623376623376,0.40133872477407273,0.3344489373117273,0.30100404358055455,2.142857142857143,3.6789383104290003,3.0657819253575003,2.7592037328217502,2.3766233766233764,4.080277035203073,3.4002308626692272,3.060207776402305,1.5974025974025974,2.742481285956164,2.2854010716301367,2.056860964467123,0.6233766233766234,1.0702365993975274,0.8918638328312728,0.8026774495481455,0.4935064935064935,0.8472706411897093,0.706058867658091,0.635452980892282,0.09090909090909091,0.15607617074547275,0.13006347562122728,0.11705712805910455,0.24675324675324675,0.42363532059485465,0.3530294338290455,0.317726490446141,1.2467532467532467,2.1404731987950547,1.7837276656625456,1.605354899096291,1.9610389610389611,3.3667859689380544,2.8056549741150456,2.525089476703541,10.96103896103896,18.818326872739856,15.681939060616548,14.113745154554893,1335.1,0,0,43,83,455,243,68,139,108,429,39,38,182,110,122,101,381,212,247,187,264,229,370,320,337,94,108,180,181,281,44,1,77.0,205
Dennis Schröder,DET,31.0,75,37,38,0.493,28.063711111111107,4.48,7.662564624778382,6.385470520648652,5.746923468583787,11.026666666666667,18.85994328777298,15.716619406477484,14.144957465829735,0.406,1.6933333333333334,2.8962669861513524,2.413555821792794,2.1722002396135145,4.946666666666666,8.460748439859463,7.050623699882887,6.345561329894598,0.342,2.4133333333333336,4.127750586562164,3.4397921554684703,3.095812939921623,2.88,4.925934401643245,4.1049453347027045,3.694450801232434,0.838,0.36,0.6157418002054056,0.5131181668378381,0.46180635015405425,2.28,3.8996980679675692,3.2497483899729747,2.924773550975677,2.64,4.515439868172975,3.762866556810813,3.3865799011297315,5.386666666666667,9.213321751221626,7.677768126018022,6.90999131341622,1.8933333333333333,3.2383457640432445,2.6986214700360374,2.4287593230324336,0.88,1.5051466227243249,1.2542888522702709,1.1288599670432438,0.16,0.27366302231351364,0.22805251859459472,0.20524726673513524,0.76,1.2998993559891896,1.0832494633243248,0.9749245169918923,2.4,4.1049453347027045,3.4207877789189207,3.0787090010270286,2.8133333333333335,4.811908142345947,4.009923451954957,3.608931106759461,13.066666666666666,22.349146822270278,18.624289018558567,16.76186011670271,1915.6,7,0,59,124,475,290,76,102,79,425,88,73,271,65,71,122,313,195,232,24,55,95,295,528,534,56,89,420,91,87,44,3,73.0,175
Simone Fontecchio,DET,29.0,75,38,37,0.507,16.489088888888887,2.0,5.822031808239523,4.8516931735329365,4.366523856179643,4.973333333333334,14.477452429822282,12.064543691518567,10.85808932236671,0.402,1.0133333333333334,2.949829449508025,2.4581912079233543,2.2123720871310186,3.026666666666667,8.81067480313581,7.342229002613177,6.608006102351859,0.335,0.9333333333333333,2.7169481771784443,2.264123480982037,2.037711132883833,1.12,3.260337812614133,2.7169481771784443,2.4452533594606,0.833,0.6933333333333334,2.0183043601897013,1.6819203001580842,1.5137282701422758,2.1733333333333333,6.326607898286948,5.272173248572457,4.744955923715211,2.8666666666666667,8.344912258476649,6.954093548730541,6.258684193857487,0.8666666666666667,2.5228804502371265,2.1024003751976057,1.892160337677845,0.72,2.095931450966228,1.746609542471857,1.5719485882246713,0.41333333333333333,1.203219907036168,1.0026832558634733,0.902414930277126,0.16,0.4657625446591619,0.3881354538826349,0.3493219084943714,0.24,0.6986438169887428,0.5822031808239523,0.523982862741557,1.2666666666666666,3.6872868118850315,3.072739009904193,2.765465108913774,0.92,2.67813463179018,2.2317788598251505,2.0086009738426354,5.946666666666666,17.310841243165516,14.425701035971263,12.983130932374138,876.5,0,0,59,110,465,264,228,269,242,440,187,172,294,198,216,131,187,215,213,302,236,278,295,312,328,230,251,193,274,281,44,1,79.0,209
Tobias Harris,DET,32.0,73,40,33,0.548,31.581004566210048,5.260273972602739,7.995095601078042,6.662579667565035,5.996321700808531,11.027397260273972,16.76055197621829,13.967126646848575,12.570413982163718,0.477,1.2465753424657535,1.8946710929638066,1.578892577469839,1.421003319722855,3.6164383561643834,5.496628225741154,4.580523521450962,4.122471169305865,0.345,1.9589041095890412,2.9773402889431253,2.4811169074526043,2.233005216707344,2.2739726027397262,3.456213202549362,2.880177668791135,2.5921599019120216,0.861,0.8904109589041096,1.3533364949741478,1.1277804124784565,1.0150023712306109,5.027397260273973,7.641146056238649,6.367621713532207,5.730859542178987,5.917808219178082,8.994482551212798,7.495402126010664,6.745861913409597,2.219178082191781,3.372930956704799,2.8107757972539993,2.5296982175285994,1.1643835616438356,1.7697477241969626,1.4747897701641355,1.327310793147722,1.0136986301369864,1.5407215481244143,1.283934623437012,1.1555411610933106,0.7808219178082192,1.186772003285022,0.9889766694041848,0.8900790024637664,0.6301369863013698,0.9577458272124737,0.7981215226770615,0.7183093704093553,1.8904109589041096,2.8732374816374215,2.3943645680311847,2.1549281112280663,1.6575342465753424,2.5192879367980288,2.0994066139983576,1.8894659525985218,13.726027397260275,20.862202584063017,17.385168820052513,15.646651938047263,2071.4,5,0,86,89,428,233,38,78,84,188,152,147,261,91,100,91,138,35,55,133,142,61,45,493,456,131,85,75,74,106,44,1,80.0,226
Isaiah Stewart,DET,24.0,72,38,34,0.528,19.914560185185184,2.4444444444444446,5.891836537802115,4.9098637815017625,4.418877403351586,4.375,10.545048348907194,8.787540290755995,7.908786261680396,0.559,0.2361111111111111,0.5690978474013407,0.4742482061677839,0.4268233855510055,0.7361111111111112,1.7742462301335915,1.478538525111326,1.3306846726001935,0.321,0.9166666666666666,2.2094387016757935,1.841198918063161,1.657079026256845,1.2083333333333333,2.9124419249362727,2.4270349374468942,2.1843314437022046,0.759,1.8055555555555556,4.351924715422017,3.626603929518347,3.2639435365665124,3.736111111111111,9.005136526527096,7.5042804387725806,6.753852394895322,5.541666666666667,13.357061241949113,11.130884368290928,10.017795931461835,1.7083333333333333,4.117590307668523,3.431325256390436,3.0881927307513926,0.9444444444444444,2.276391389605363,1.8969928246711356,1.707293542204022,0.3888888888888889,0.9373376310139729,0.7811146925116441,0.7030032232604797,1.4027777777777777,3.381110740443259,2.8175922837027163,2.5358330553324446,0.16666666666666666,0.4017161275774169,0.33476343964784744,0.30128709568306267,2.5416666666666665,6.126170945555609,5.105142454629674,4.594628209166707,1.2916666666666667,3.1132999887249815,2.5944166572708176,2.334974991543736,6.041666666666667,14.562209624681365,12.135174687234471,10.921657218511024,1417.3,2,0,95,110,441,250,186,240,267,63,350,352,339,212,207,297,42,86,66,187,197,292,11,241,540,187,259,206,164,159,44,1,80.0,250
Cade Cunningham,DET,23.0,70,38,32,0.543,35.02780952380952,9.771428571428572,13.390177056597206,11.158480880497672,10.042632792447904,20.814285714285713,28.522643233131774,23.768869360943143,21.39198242484883,0.469,2.1285714285714286,2.916866054726585,2.430721712272154,2.1876495410449386,5.9714285714285715,8.182885979031628,6.819071649193022,6.13716448427372,0.356,4.4714285714285715,6.127376343150476,5.106146952625396,4.595532257362857,5.285714285714286,7.243224431200243,6.036020359333536,5.432418323400182,0.846,0.8,1.09627180580328,0.9135598381694,0.82220385435246,5.271428571428571,7.223648148953756,6.019706790794796,5.417736111715317,6.071428571428571,8.319919954757037,6.933266628964198,6.2399399660677775,9.114285714285714,12.489668073258798,10.408056727715664,9.367251054944099,4.414285714285715,6.0490712141645275,5.04089267847044,4.536803410623396,1.0142857142857142,1.3899160395005874,1.1582633662504895,1.0424370296254406,0.7571428571428571,1.0375429590638188,0.8646191325531822,0.7781572192978641,1.4285714285714286,1.9576282246487144,1.6313568538739287,1.4682211684865358,2.7857142857142856,3.817375038064993,3.1811458650541606,2.863031278548745,3.9857142857142858,5.461782746769913,4.551485622308261,4.096337060077435,26.142857142857142,35.824596511071476,29.853830425892895,26.868447383303607,3360.0,31,9,118,110,413,236,29,5,4,212,61,50,219,15,19,115,166,33,56,5,3,73,52,568,550,23,9,78,9,18,5,1,78.0,220
Ausar Thompson,DET,22.0,59,34,25,0.576,22.50364406779661,4.169491525423729,8.89347487977465,7.411229066478876,6.670106159830988,7.796610169491525,16.630074978440405,13.858395815367004,12.472556233830304,0.535,0.1864406779661017,0.3976757060061836,0.33139642167181965,0.2982567795046377,0.8305084745762712,1.7714645085729996,1.4762204238108332,1.3285983814297497,0.224,1.5423728813559323,3.2898626587784277,2.74155221564869,2.467396994083821,2.406779661016949,5.133631841170733,4.278026534308944,3.8502238808780502,0.641,1.88135593220339,4.012909396971489,3.344091164142907,3.0096820477286164,3.2542372881355934,6.9412486866533865,5.784373905544489,5.205936514990039,5.135593220338983,10.954158083624876,9.128465069687396,8.215618562718657,2.2711864406779663,4.844413145893509,4.037010954911258,3.633309859420132,1.3559322033898304,2.8921869527722444,2.4101557939768705,2.1691402145791834,1.6610169491525424,3.5429290171459993,2.9524408476216664,2.6571967628594995,0.6779661016949152,1.4460934763861222,1.2050778969884353,1.0845701072895917,0.711864406779661,1.518398150205428,1.2653317918378568,1.138798612654071,2.7796610169491527,5.928983253183101,4.940819377652584,4.446737439887325,2.2033898305084745,4.699803798254896,3.916503165212414,3.5248528486911725,10.067796610169491,21.474488124333913,17.89540677027826,16.105866093250434,1492.6,3,0,218,157,300,206,210,172,208,76,390,362,462,156,128,460,60,166,120,168,157,19,84,480,511,116,191,125,153,134,44,1,78.0,205
Buddy Hield,GSW,32.0,82,48,34,0.585,22.719369918699186,4.0,8.450938590597723,7.042448825498102,6.338203942948292,9.585365853658537,20.25133454942015,16.876112124516794,15.188500912065114,0.417,2.475609756097561,5.230306505766274,4.358588754805228,3.9227298793247054,6.695121951219512,14.145016116579725,11.787513430483106,10.608762087434794,0.37,0.6463414634146342,1.3655480039685346,1.1379566699737789,1.024161002976401,0.7804878048780488,1.648963627433702,1.3741363561947517,1.2367227205752767,0.828,0.6219512195121951,1.3140178906112312,1.0950149088426928,0.9855134179584235,2.597560975609756,5.487957072552789,4.573297560460658,4.115967804414592,3.2195121951219514,6.801974963164021,5.66831246930335,5.101481222373016,1.6341463414634145,3.4525175949393136,2.877097995782761,2.589388196204485,1.1097560975609757,2.344620157757295,1.9538501314644123,1.7584651183179711,0.8414634146341463,1.7777889108269598,1.4814907590224666,1.3333416831202198,0.2804878048780488,0.5925963036089866,0.4938302530074889,0.44444722770674,0.3780487804878049,0.7987167570381994,0.6655972975318329,0.5990375677786496,1.6097560975609757,3.4009874815820105,2.834156234651675,2.550740611186508,0.5609756097560976,1.1851926072179733,0.9876605060149778,0.88889445541348,11.121951219512194,23.49773169093025,19.581443075775212,17.62329876819769,1614.8,0,0,1,30,441,195,115,103,86,402,19,18,174,248,263,146,192,133,156,168,122,83,173,422,445,303,99,96,127,281,44,1,76.0,220
Kevon Looney,GSW,29.0,76,45,31,0.592,15.028355263157895,1.881578947368421,6.009692204648232,5.008076837206859,4.507269153486174,3.6578947368421053,11.683177852393063,9.735981543660886,8.762383389294797,0.514,0.02631578947368421,0.08405163922584938,0.07004303268820782,0.06303872941938704,0.06578947368421052,0.21012909806462343,0.17510758172051955,0.15759682354846757,0.4,0.7368421052631579,2.3534458983237827,1.9612049152698188,1.765084423742837,1.3026315789473684,4.160556141679544,3.4671301180662875,3.1204171062596586,0.566,2.4342105263157894,7.774776628391068,6.4789805236592235,5.831082471293302,3.6447368421052633,11.64115203278014,9.700960027316782,8.730864024585104,6.078947368421052,19.415928661171208,16.179940550976006,14.561946495878406,1.5526315789473684,4.959046714325114,4.132538928604261,3.719285035743835,0.5131578947368421,1.6390069649040628,1.3658391374200525,1.2292552236780472,0.6052631578947368,1.933187702194536,1.61098975182878,1.449890776645902,0.4868421052631579,1.5549553256782138,1.2957961047318447,1.1662164942586604,0.2236842105263158,0.7144389334197198,0.5953657778497665,0.5358292000647898,2.026315789473684,6.4719762203904025,5.393313516992002,4.853982165292802,1.105263157894737,3.5301688474856743,2.9418073729047283,2.6476266356142557,4.526315789473684,14.456881946846094,12.047401622371744,10.84266146013457,1285.4,2,0,51,56,395,185,247,272,290,102,466,488,78,235,182,499,19,81,44,195,292,185,99,299,492,199,291,104,197,159,44,1,81.0,222
Moses Moody,GSW,23.0,74,45,29,0.608,22.285810810810812,3.324324324324324,7.160052148076281,5.966710123396901,5.370039111057211,7.675675675675675,16.53215292726556,13.776794106054632,12.39911469544917,0.433,1.7027027027027026,3.667343783161022,3.0561198193008514,2.7505078373707663,4.554054054054054,9.808689324803685,8.173907770669738,7.356516993602765,0.374,1.4324324324324325,3.0852257223418125,2.5710214352848437,2.3139192917563594,1.7972972972972974,3.8710851044477455,3.225904253706455,2.903313828335809,0.797,0.7027027027027027,1.5135069581299456,1.2612557984416215,1.1351302185974592,1.8513513513513513,3.987508716611588,3.3229239305096563,2.990631537458691,2.554054054054054,5.501015674741533,4.584179728951278,4.12576175605615,1.2972972972972974,2.7941666919322072,2.3284722432768397,2.0956250189491556,0.7297297297297297,1.5717187642118668,1.3097656368432222,1.1787890731589001,0.7972972972972973,1.7172482794166692,1.4310402328472245,1.287936209562502,0.4189189189189189,0.9022829942697752,0.7519024952248127,0.6767122457023313,0.4864864864864865,1.0478125094745776,0.8731770912288148,0.7858593821059333,1.5675675675675675,3.3762847527514177,2.813570627292848,2.532213564563563,1.4054054054054055,3.0270139162598912,2.522511596883243,2.2702604371949184,9.783783783783784,21.072673801655398,17.560561501379496,15.804505351241547,1310.8,0,0,71,56,362,157,156,172,150,336,90,95,158,130,141,226,187,254,241,239,236,124,128,441,406,164,145,98,187,281,44,1,77.0,211
Stephen Curry,GSW,37.0,70,41,29,0.586,32.17785714285714,8.057142857142857,12.018912739461477,10.015760616217896,9.014184554596108,17.97142857142857,26.80814224511088,22.3401185375924,20.10610668383316,0.448,4.442857142857143,6.627450109880353,5.522875091566961,4.970587582410265,11.2,16.70714111301028,13.922617594175232,12.53035583475771,0.397,3.9857142857142858,5.945525982818709,4.954604985682257,4.459144487114032,4.271428571428571,6.371728562232237,5.309773801860197,4.778796421674177,0.933,0.5714285714285714,0.8524051588270551,0.7103376323558792,0.6393038691202914,3.857142857142857,5.753734822082622,4.794779018402185,4.315301116561966,4.428571428571429,6.606139980909677,5.505116650758064,4.954604985682257,6.014285714285714,8.971564296654755,7.476303580545629,6.728673222491066,2.857142857142857,4.262025794135275,3.551688161779396,3.1965193456014562,1.1428571428571428,1.7048103176541103,1.4206752647117584,1.2786077382405827,0.42857142857142855,0.6393038691202912,0.5327532242669094,0.47947790184021843,0.6714285714285714,1.0015760616217897,0.8346467180181582,0.7511820462163423,1.3571428571428572,2.0244622522142555,1.6870518768452132,1.5183466891606918,3.5285714285714285,5.263601855757065,4.3863348797975545,3.947701391817799,24.542857142857144,36.61080157162202,30.50900130968501,27.45810117871651,2851.5,9,0,118,83,362,194,50,24,15,280,3,2,96,25,40,26,244,85,115,21,17,46,132,498,328,39,14,43,19,71,44,1,74.0,185
Draymond Green,GSW,35.0,68,42,26,0.618,29.16627450980392,3.176470588235294,5.22763331271681,4.3563610939306745,3.9207249845376073,7.485294117647059,12.318821093392852,10.265684244494045,9.23911582004464,0.424,1.1764705882352942,1.9361604861914112,1.6134670718261759,1.4521203646435583,3.6176470588235294,5.953693495038589,4.961411245865491,4.465270121278942,0.325,1.4852941176470589,2.4444026138166564,2.037002178180547,1.8333019603624923,2.161764705882353,3.5576948933767176,2.964745744480598,2.668271170032538,0.687,1.088235294117647,1.7909484497270554,1.4924570414392127,1.3432113372952914,5.0,8.228682066313496,6.857235055261247,6.171511549735122,6.088235294117647,10.019630516040552,8.34969209670046,7.5147228870304135,5.632352941176471,9.26936832764138,7.724473606367816,6.952026245731035,2.5588235294117645,4.211149057466319,3.509290881221933,3.1583617930997394,1.4558823529411764,2.395998601661871,1.9966655013848928,1.7969989512464035,1.0294117647058822,1.6941404254174848,1.411783687847904,1.2706053190631135,0.3088235294117647,0.5082421276252453,0.4235351063543712,0.38118159571893406,3.2205882352941178,5.300239330948988,4.416866109124157,3.9751794982117405,2.588235294117647,4.259553069621104,3.549627558017587,3.194664802215828,9.014705882352942,14.835829725441688,12.363191437868073,11.126872294081267,2017.3,6,1,138,81,315,143,92,192,178,372,177,162,325,136,121,412,117,48,60,27,34,17,34,337,562,73,183,48,79,93,20,1,78.0,230
Brandin Podziemski,GSW,22.0,64,38,26,0.594,26.817942708333334,4.375,7.830578291702636,6.525481909752196,5.872933718776977,9.828125,17.590834805289134,14.659029004407614,13.193126103966852,0.445,1.796875,3.21613036980644,2.6801086415053668,2.41209777735483,4.828125,8.641602471914695,7.201335393262246,6.481201853936021,0.372,1.125,2.0135772750092493,1.6779810625077076,1.5101829562569369,1.484375,2.6568033489705374,2.214002790808781,1.992602511727903,0.758,1.015625,1.8178128177166832,1.5148440147639028,1.3633596132875125,4.0625,7.271251270866733,6.059376059055611,5.45343845315005,5.078125,9.089064088583417,7.5742200738195145,6.8167980664375625,3.4375,6.152597229194928,5.127164357662441,4.614447921896196,1.171875,2.0974763281346345,1.7478969401121955,1.5731072461009759,1.078125,1.9296782218838637,1.60806518490322,1.447258666412898,0.203125,0.3635625635433367,0.30296880295278056,0.2726719226575025,0.40625,0.7271251270866734,0.6059376059055611,0.545343845315005,1.484375,2.6568033489705374,2.214002790808781,1.992602511727903,1.921875,3.439861178140801,2.866550981784001,2.5798958836056007,11.671875,20.890864228220963,17.409053523517468,15.668148171165722,1638.0,2,0,170,110,315,182,143,132,120,292,102,116,166,192,190,298,138,96,102,89,171,83,281,386,328,127,140,55,120,159,44,1,76.0,205
Gary Payton II,GSW,32.0,62,36,26,0.581,14.954462365591397,2.7580645161290325,8.852681797428035,7.377234831190029,6.639511348071027,4.806451612903226,15.427480559260552,12.856233799383794,11.570610419445414,0.574,0.5,1.604872138715024,1.3373934489291868,1.203654104036268,1.532258064516129,4.918156554126686,4.098463795105571,3.688617415595014,0.326,0.43548387096774194,1.3977918627517951,1.1648265522931625,1.0483438970638463,0.6129032258064516,1.9672626216506743,1.6393855180422288,1.4754469662380059,0.711,0.8548387096774194,2.7438136565127826,2.286511380427319,2.057860242384587,2.129032258064516,6.833649106786553,5.694707588988795,5.125236830089915,2.9838709677419355,9.577462763299335,7.981218969416113,7.183097072474501,1.3387096774193548,4.296915726236999,3.5807631051974993,3.2226867946777493,0.6290322580645161,2.0190326906414815,1.6825272422012347,1.5142745179811112,0.8387096774193549,2.6920435875219755,2.243369656268313,2.0190326906414815,0.27419354838709675,0.8800911728437227,0.7334093107031023,0.6600683796327921,0.3225806451612903,1.0354013798161443,0.8628344831801203,0.7765510348621083,1.7419354838709677,5.5911674510071805,4.65930620917265,4.193375588255385,0.5806451612903226,1.8637224836690598,1.5531020697242166,1.397791862751795,6.451612903225806,20.70802759632289,17.25668966360241,15.531020697242166,914.5,0,0,192,136,315,202,279,245,278,55,294,286,321,338,331,383,179,262,245,259,292,152,225,329,375,336,268,145,266,281,44,1,74.0,195
Trayce Jackson-Davis,GSW,25.0,62,33,29,0.532,15.593333333333332,2.806451612903226,8.638927581403689,7.1991063178364065,6.479195686052766,4.870967741935484,14.994000744735136,12.495000620612613,11.245500558551353,0.576,0.0,0.0,0.0,0.0,0.04838709677419355,0.14894702726558084,0.12412252272131735,0.11171027044918562,0.0,0.9516129032258065,2.92929153622309,2.441076280185908,2.1969686521673175,1.6451612903225807,5.064198927029748,4.2201657725247905,3.798149195272311,0.578,1.967741935483871,6.0571791088002875,5.047649257333573,4.542884331600216,3.0483870967741935,9.383662717731593,7.819718931442994,7.037747038298694,5.016129032258065,15.44084182653188,12.867368188776567,11.58063136989891,1.6774193548387097,5.163496945206802,4.302914121005668,3.8726227089051015,0.7258064516129032,2.2342054089837124,1.8618378408197602,1.6756540567377842,0.3709677419354839,1.1419272090361197,0.9516060075300997,0.8564454067770897,0.6129032258064516,1.8866623453640239,1.5722186211366864,1.414996759023018,0.6935483870967742,2.1349073908066587,1.7790894923388823,1.6011805431049941,1.1774193548387097,3.624377663462467,3.0203147195520557,2.71828324759685,1.2096774193548387,3.723675681639521,3.103063068032934,2.792756761229641,6.564516129032258,20.207146699030467,16.83928891585872,15.155360024272849,1074.2,4,0,192,166,362,244,275,241,274,53,499,503,499,231,180,496,52,169,113,221,270,329,94,483,277,217,265,394,233,116,44,1,81.0,245
Gui Santos,GSW,23.0,56,36,20,0.643,13.598630952380953,1.4642857142857142,5.168587524129267,4.307156270107723,3.8764406430969505,3.1964285714285716,11.282648375843157,9.402206979869298,8.461986281882368,0.458,0.6071428571428571,2.1430728758584765,1.7858940632153972,1.6073046568938574,1.8392857142857142,6.492250182747737,5.410208485623115,4.869187637060803,0.33,0.5178571428571429,1.827915099996936,1.52326258333078,1.370936324997702,0.75,2.647325317236942,2.2061044310307847,1.9854939879277063,0.69,1.2857142857142858,4.538271972406186,3.7818933103384884,3.4037039793046393,1.7857142857142858,6.303155517230815,5.252629597692345,4.727366637923111,3.0714285714285716,10.841427489636999,9.034522908030834,8.13107061722775,1.4285714285714286,5.042524413784651,4.202103678153875,3.781893310338488,0.75,2.647325317236942,2.2061044310307847,1.9854939879277063,0.44642857142857145,1.5757888793077037,1.3131573994230863,1.1818416594807777,0.17857142857142858,0.6303155517230814,0.5252629597692344,0.472736663792311,0.16071428571428573,0.5672839965507732,0.47273666379231105,0.4254629974130799,1.625,5.735871520680041,4.779892933900034,4.30190364051003,0.7321428571428571,2.5842937620646333,2.1535781350538614,1.9382203215484752,4.053571428571429,14.308163024113949,11.923469186761624,10.73112226808546,616.4,0,0,246,136,242,103,317,348,349,250,278,278,309,324,317,407,119,307,264,271,277,315,328,197,318,321,345,86,321,281,44,1,78.0,185
Jimmy Butler III,GSW,35.0,55,36,19,0.655,31.74790909090909,5.472727272727273,8.274274325868275,6.895228604890229,6.205705744401206,10.854545454545455,16.411102234363323,13.675918528636101,12.308326675772491,0.504,0.5818181818181818,0.8796570711886538,0.7330475593238782,0.6597428033914904,1.8909090909090909,2.858885481363125,2.3824045678026042,2.1441641110223437,0.308,6.0,9.071463546632991,7.559552955527494,6.803597659974744,7.127272727272727,10.77579912206101,8.979832601717508,8.081849341545757,0.842,2.272727272727273,3.436160434330679,2.8634670286088992,2.5771203257480093,3.109090909090909,4.700667474164369,3.917222895136974,3.525500605623277,5.381818181818182,8.136827908495047,6.780689923745873,6.102620931371286,5.418181818181818,8.19180647544434,6.826505396203616,6.143854856583254,1.3454545454545455,2.0342069771237616,1.6951724809364683,1.5256552328428215,1.4,2.116674827547698,1.7638956896230817,1.5875061206607737,0.32727272727272727,0.4948071025436178,0.4123392521196815,0.37110532690771336,0.9090909090909091,1.3744641737322716,1.1453868114435597,1.0308481302992036,0.9454545454545454,1.4294427406815624,1.1912022839013021,1.0720820555111719,5.1454545454545455,7.779467223324657,6.482889352770548,5.834600417493493,17.527272727272727,26.499669269558197,22.08305772463183,19.874751952168648,1977.2,6,3,253,136,226,97,138,115,134,117,286,276,366,13,16,119,48,195,125,62,174,54,216,506,225,22,92,61,83,93,11,2,79.0,230
Jalen Green,HOU,23.0,82,52,30,0.634,32.89158536585366,7.414634146341464,10.820470800226909,9.017059000189091,8.115353100170182,17.524390243902438,25.57404036172051,21.31170030143376,19.180530271290383,0.423,2.8536585365853657,4.164457511929435,3.470381259941196,3.1233431339470763,8.060975609756097,11.763702629851952,9.803085524876627,8.822776972388965,0.354,3.3292682926829267,4.858533763917675,4.048778136598062,3.643900322938256,4.097560975609756,5.9797338632832915,4.9831115527360765,4.484800397462469,0.813,0.5487804878048781,0.8008572138325837,0.667381011527153,0.6006429103744377,4.048780487804878,5.908546555387062,4.923788796155885,4.4314099165402965,4.597560975609756,6.709403769219646,5.5911698076830385,5.032052826914734,3.4390243902439024,5.018705206684191,4.182254338903492,3.7640289050131432,2.475609756097561,3.6127558757336558,3.010629896444713,2.7095669068002417,0.8658536585365854,1.2635747151580765,1.052978929298397,0.9476810363685574,0.32926829268292684,0.4805143282995502,0.40042860691629184,0.3603857462246627,1.2926829268292683,1.886463659250086,1.5720530493750717,1.4148477444375644,1.548780487804878,2.260197025705292,1.8834975214210767,1.695147769278969,3.024390243902439,4.413613089566239,3.678010907971866,3.3102098171746794,21.01219512195122,30.663932876300926,25.55327739691744,22.997949657225696,2689.4,4,0,1,19,383,112,10,14,5,377,11,8,231,28,25,186,218,50,75,67,14,73,150,569,434,38,13,84,29,116,44,1,76.0,186
Alperen Sengun,HOU,22.0,76,52,24,0.684,31.512850877192978,7.4605263157894735,11.36378503339629,9.469820861163575,8.522838775047218,15.039473684210526,22.90794760700522,19.089956339171017,17.180960705253916,0.496,0.27631578947368424,0.42088092716282555,0.3507341059690213,0.31566069537211916,1.1842105263157894,1.8037754021263952,1.5031461684386627,1.3528315515947964,0.233,3.8947368421052633,5.932416878104589,4.943680731753824,4.4493126585784415,5.631578947368421,8.577954134556634,7.14829511213053,6.433465600917477,0.692,3.4473684210526314,5.250990615079061,4.375825512565885,3.938242961309296,6.894736842105263,10.501981230158123,8.75165102513177,7.876485922618592,10.342105263157896,15.752971845237187,13.127476537697655,11.81472888392789,4.894736842105263,7.455604995455767,6.213004162879806,5.591703746591826,2.5526315789473686,3.8881380890280077,3.2401150741900064,2.916103566771006,1.105263157894737,1.6835237086513022,1.4029364238760853,1.2626427814884766,0.8026315789473685,1.2225588836634456,1.018799069719538,0.9169191627475842,1.105263157894737,1.6835237086513022,1.4029364238760853,1.2626427814884766,2.75,4.18876732271574,3.49063943559645,3.1415754920368046,5.342105263157895,8.137031258481294,6.780859382067746,6.102773443860971,19.092105263157894,29.080867872059994,24.234056560049993,21.810650904044994,3193.2,45,4,51,19,291,77,35,21,26,143,336,294,455,20,11,403,6,12,8,31,21,39,43,565,560,6,27,17,11,7,9,1,83.0,243
